;Cust_id;Year;Nationality_id;Country_booked;Nationality;Frequency;Promo_id;Recency;Country_booked_id;Score
9488;16301;2019;43;Japan;ID;1;2;59;2;4
9486;16299;2019;43;Thailand;ID;1;2;90;2;4
9496;16314;2019;43;Thailand;ID;1;2;332;2;4
9485;16298;2019;93;Japan;SG;1;2;29;2;4
9484;16296;2019;93;Malaysia;SG;1;1;59;2;3
1;2;2019;43;USA;ID;1;1;363;2;3
9480;16295;2019;93;Australia;SG;1;1;120;2;3
9479;16293;2019;43;Japan;ID;1;1;29;2;3
9478;16291;2019;81;Japan;PH;1;1;59;2;3
9495;16313;2019;43;Japan;ID;1;2;273;2;4
9497;16319;2019;43;Indonesia;ID;1;1;29;1;2
9476;16287;2019;81;USA;PH;1;1;59;2;3
9507;16332;2019;81;Philippines;PH;1;2;29;1;3
9513;16343;2019;43;Malaysia;ID;1;1;151;2;3
9512;16341;2019;43;Indonesia;ID;1;2;29;1;3
9511;16340;2019;43;Japan;ID;1;2;243;2;4
9510;16338;2019;43;Indonesia;ID;1;2;29;1;3
9509;16337;2019;43;Indonesia;ID;1;2;29;1;3
9508;16336;2019;44;USA;IE;1;1;29;2;3
9506;16332;2019;81;Japan;PH;1;2;363;2;4
9498;16320;2019;43;Indonesia;ID;1;2;29;1;3
9504;16329;2019;81;United Kingdom;PH;1;1;212;2;3
9503;16329;2019;81;France;PH;1;2;212;2;4
9502;16325;2019;103;France;US;1;2;182;2;4
9501;16323;2019;5;Japan;AU;1;1;304;2;3
9500;16323;2019;5;Italy;AU;1;1;243;2;3
9499;16321;2019;43;Japan;ID;1;2;332;2;4
9477;16290;2019;43;Singapore;ID;1;1;120;1;2
9475;16283;2019;39;Hong Kong;HK;1;2;363;2;4
9516;16349;2019;43;Indonesia;ID;1;1;304;1;2
9449;16214;2019;43;Italy;ID;1;2;212;2;4
9455;16234;2019;43;Indonesia;ID;1;1;29;1;2
9454;16232;2019;81;Philippines;PH;1;2;90;1;3
9453;16228;2019;5;Indonesia;AU;1;2;120;1;3
9452;16226;2019;43;Indonesia;ID;1;1;212;1;2
9451;16225;2019;43;Indonesia;ID;1;1;29;1;2
9450;16222;2019;43;Australia;ID;1;1;29;2;3
9448;16213;2019;72;South Korea;MY;1;1;90;2;3
9457;16239;2019;5;Japan;AU;1;2;29;2;4
9447;16212;2019;103;France;US;1;1;59;2;3
9445;16209;2019;81;United Arab Emirates;PH;1;1;29;2;3
9443;16209;2019;81;Hong Kong;PH;1;2;29;2;4
9442;16207;2019;43;Indonesia;ID;1;1;59;1;2
9441;16203;2019;81;United Kingdom;PH;1;2;120;2;4
9440;16203;2019;81;Macau;PH;1;2;59;2;4
9456;16236;2019;43;Japan;ID;1;1;151;2;3
9458;16240;2019;16;Japan;CA;1;2;59;2;4
9474;16278;2019;43;Indonesia;ID;1;2;212;1;3
9467;16260;2019;43;Japan;ID;1;1;29;2;3
9473;16274;2019;43;New Zealand;ID;1;1;243;2;3
9472;16273;2019;39;Australia;HK;1;1;120;2;3
9471;16270;2019;43;Japan;ID;1;2;332;2;4
9470;16267;2019;43;Indonesia;ID;1;1;151;1;2
9469;16264;2019;43;Indonesia;ID;1;1;29;1;2
9468;16263;2019;43;Indonesia;ID;1;1;59;1;2
9466;16256;2019;81;Thailand;PH;1;2;120;2;4
9459;16244;2019;43;Indonesia;ID;1;2;90;1;3
9465;16255;2019;43;Japan;ID;1;2;243;2;4
9464;16253;2019;39;South Korea;HK;1;2;59;2;4
9463;16252;2019;43;Japan;ID;1;1;29;2;3
9462;16251;2019;43;Indonesia;ID;1;1;243;1;2
9461;16250;2019;5;Indonesia;AU;1;2;120;1;3
9460;16245;2019;43;Japan;ID;1;2;29;2;4
9514;16344;2019;43;Japan;ID;1;2;90;2;4
9517;16351;2019;43;Indonesia;ID;1;2;29;1;3
9590;16467;2019;81;Japan;PH;1;2;29;2;4
9565;16423;2019;43;Indonesia;ID;1;1;29;1;2
9571;16435;2019;43;Indonesia;ID;1;2;29;1;3
9570;16434;2019;81;Singapore;PH;1;2;151;1;3
9569;16434;2019;81;Japan;PH;1;1;304;2;3
9568;16432;2019;93;Indonesia;SG;1;2;29;1;3
9567;16427;2019;103;USA;US;1;1;29;2;3
9566;16425;2019;43;Indonesia;ID;1;2;29;1;3
9564;16422;2019;43;Indonesia;ID;1;2;29;1;3
9573;16441;2019;93;Singapore;SG;1;1;90;1;2
9563;16417;2019;97;Singapore;TH;1;2;90;1;3
9562;16415;2019;43;Indonesia;ID;1;1;151;1;2
9561;16413;2019;43;USA;ID;1;1;273;2;3
9560;16413;2019;43;Indonesia;ID;1;2;29;1;3
9559;16413;2019;43;France;ID;1;1;151;2;3
9558;16412;2019;43;Indonesia;ID;1;1;151;1;2
9572;16439;2019;103;Japan;US;1;2;273;2;4
9574;16445;2019;43;Indonesia;ID;1;1;151;1;2
9556;16408;2019;43;Japan;ID;1;2;304;2;4
9583;16457;2019;43;Indonesia;ID;1;1;90;1;2
9589;16466;2019;103;Japan;US;1;1;120;2;3
9588;16465;2019;81;Philippines;PH;1;1;212;1;2
9587;16464;2019;93;Japan;SG;1;2;29;2;4
9586;16462;2019;43;Indonesia;ID;1;1;59;1;2
9585;16461;2019;81;South Korea;PH;1;2;304;2;4
9584;16460;2019;81;Portugal;PH;1;1;273;2;3
9582;16457;2019;43;China;ID;1;1;273;2;3
9575;16449;2019;43;Indonesia;ID;1;1;151;1;2
9581;16456;2019;93;Australia;SG;1;1;59;2;3
9580;16455;2019;97;Turkey;TH;1;1;243;2;3
9579;16454;2019;103;Canada;US;1;1;29;2;3
9578;16452;2019;93;Singapore;SG;1;2;90;1;3
9577;16451;2019;93;Australia;SG;1;2;90;2;4
9576;16450;2019;81;Switzerland;PH;1;2;90;2;4
9557;16410;2019;43;Indonesia;ID;1;2;59;1;3
9555;16407;2019;103;Canada;US;1;1;151;2;3
9518;16352;2019;43;Japan;ID;1;1;59;2;3
9527;16368;2019;43;Indonesia;ID;1;2;59;1;3
9534;16380;2019;93;Japan;SG;1;1;59;2;3
9533;16378;2019;93;Taiwan;SG;1;1;212;2;3
9532;16377;2019;93;Japan;SG;1;1;273;2;3
9531;16376;2019;72;USA;MY;1;1;90;2;3
9530;16374;2019;81;South Korea;PH;1;2;90;2;4
9529;16372;2019;43;Indonesia;ID;1;1;29;1;2
9526;16366;2019;72;United Kingdom;MY;1;2;29;2;4
9536;16382;2019;5;Australia;AU;1;1;243;2;3
9525;16363;2019;43;Thailand;ID;1;1;273;2;3
9524;16362;2019;93;Indonesia;SG;1;2;90;1;3
9523;16360;2019;81;Japan;PH;1;1;363;2;3
9522;16359;2019;93;USA;SG;1;1;29;2;3
9520;16356;2019;43;Japan;ID;1;1;212;2;3
9519;16353;2019;43;USA;ID;1;2;29;2;4
9535;16381;2019;81;Japan;PH;1;2;59;2;4
9537;16383;2019;81;USA;PH;1;2;182;2;4
9554;16406;2019;81;Philippines;PH;1;1;59;1;2
9546;16398;2019;43;Indonesia;ID;1;1;273;1;2
9553;16405;2019;103;Japan;US;1;2;90;2;4
9552;16403;2019;43;Japan;ID;1;2;332;2;4
9551;16400;2019;97;Hong Kong;TH;1;1;29;2;3
9550;16399;2019;43;Singapore;ID;1;1;29;1;2
9548;16398;2019;43;Singapore;ID;1;2;151;1;3
9547;16398;2019;43;Japan;ID;1;1;273;2;3
9545;16396;2019;39;Philippines;HK;1;2;29;1;3
9538;16387;2019;5;Australia;AU;1;2;212;2;4
9544;16395;2019;43;Indonesia;ID;1;2;29;1;3
9543;16394;2019;43;Indonesia;ID;1;2;29;1;3
9542;16392;2019;103;South Korea;US;1;1;120;2;3
9541;16391;2019;43;Indonesia;ID;1;2;243;1;3
9540;16389;2019;103;Indonesia;US;1;2;29;1;3
9539;16388;2019;81;Japan;PH;1;1;90;2;3
9137;15717;2019;93;Japan;SG;1;1;29;2;3
9136;15716;2019;81;South Korea;PH;1;2;304;2;4
9135;15715;2019;81;USA;PH;1;2;273;2;4
8729;15042;2019;43;Indonesia;ID;1;1;243;1;2
8735;15053;2019;43;Indonesia;ID;1;2;151;1;3
8734;15050;2019;43;Indonesia;ID;1;1;120;1;2
8733;15049;2019;103;USA;US;1;1;29;2;3
8732;15048;2019;103;USA;US;1;1;59;2;3
8731;15047;2019;103;France;US;1;1;29;2;3
8730;15046;2019;81;France;PH;1;1;29;2;3
8728;15041;2019;5;Indonesia;AU;1;2;151;1;3
8738;15058;2019;81;Norway;PH;1;2;273;2;4
8727;15039;2019;81;Australia;PH;1;2;332;2;4
8726;15031;2019;103;Canada;US;1;1;212;2;3
8725;15027;2019;43;Indonesia;ID;1;2;59;1;3
8724;15025;2019;81;Philippines;PH;1;2;59;1;3
8723;15024;2019;43;Indonesia;ID;1;2;29;1;3
8722;15023;2019;43;France;ID;1;2;59;2;4
8736;15057;2019;81;Japan;PH;1;2;29;2;4
8739;15058;2019;81;Sweden;PH;1;1;273;2;3
8720;15021;2019;43;France;ID;1;1;243;2;3
8748;15076;2019;81;Japan;PH;1;1;59;2;3
8755;15092;2019;43;South Korea;ID;1;1;120;2;3
8754;15088;2019;43;Japan;ID;1;2;243;2;4
8752;15078;2019;81;Philippines;PH;1;1;59;1;2
8751;15078;2019;81;Malaysia;PH;1;1;59;2;3
8750;15077;2019;43;Japan;ID;1;2;332;2;4
8749;15076;2019;81;Spain;PH;1;1;273;2;3
8747;15075;2019;81;Singapore;PH;1;2;120;1;3
8740;15059;2019;81;USA;PH;1;2;59;2;4
8746;15074;2019;71;USA;MX;1;1;29;2;3
8745;15071;2019;43;Japan;ID;1;1;29;2;3
8744;15068;2019;81;Japan;PH;1;2;332;2;4
8743;15067;2019;3;France;AR;1;1;29;2;3
8742;15064;2019;81;Czech Republic;PH;1;2;212;2;4
8741;15062;2019;93;Singapore;SG;1;2;59;1;3
8721;15022;2019;43;Indonesia;ID;1;1;120;1;2
8719;15020;2019;43;Indonesia;ID;1;1;120;1;2
8757;15094;2019;43;South Korea;ID;1;2;90;2;4
8692;14976;2019;43;France;ID;1;1;212;2;3
8698;14985;2019;93;Singapore;SG;1;2;29;1;3
8697;14983;2019;43;USA;ID;1;1;243;2;3
8696;14981;2019;93;Japan;SG;1;2;90;2;4
8695;14979;2019;43;Indonesia;ID;1;2;151;1;3
8694;14977;2019;43;Australia;ID;1;1;90;2;3
8693;14976;2019;43;United Kingdom;ID;1;1;182;2;3
8691;14974;2019;93;Japan;SG;1;2;59;2;4
8700;14990;2019;81;Japan;PH;1;1;273;2;3
8690;14973;2019;93;South Korea;SG;1;2;332;2;4
8689;14972;2019;43;France;ID;1;2;29;2;4
8688;14970;2019;103;France;US;1;2;29;2;4
8687;14969;2019;43;France;ID;1;2;182;2;4
8686;14966;2019;81;Japan;PH;1;2;29;2;4
8685;14965;2019;81;United Kingdom;PH;1;2;90;2;4
8699;14986;2019;43;Indonesia;ID;1;2;363;1;3
8701;14992;2019;72;Australia;MY;1;1;90;2;3
8718;15019;2019;93;Japan;SG;1;1;120;2;3
8710;15007;2019;81;Singapore;PH;1;2;90;1;3
8716;15014;2019;103;Singapore;US;1;1;59;1;2
8715;15013;2019;43;Japan;ID;1;1;304;2;3
8714;15012;2019;43;Indonesia;ID;1;2;59;1;3
8713;15011;2019;43;Indonesia;ID;1;1;29;1;2
8712;15010;2019;81;Philippines;PH;1;2;59;1;3
8711;15008;2019;103;France;US;1;2;332;2;4
8709;15005;2019;93;Singapore;SG;1;2;29;1;3
8702;14994;2019;93;Indonesia;SG;1;2;29;1;3
8708;15002;2019;81;Philippines;PH;1;1;59;1;2
8707;15001;2019;43;Japan;ID;1;2;29;2;4
8706;15000;2019;81;USA;PH;1;2;212;2;4
8705;15000;2019;81;France;PH;1;1;243;2;3
8704;14999;2019;43;Indonesia;ID;1;1;182;1;2
8703;14996;2019;81;Philippines;PH;1;2;59;1;3
8756;15093;2019;43;Japan;ID;1;1;59;2;3
8758;15095;2019;43;Switzerland;ID;1;2;304;2;4
8683;14962;2019;43;Australia;ID;1;1;151;2;3
8805;15181;2019;81;Singapore;PH;1;1;332;1;2
8811;15189;2019;97;Denmark;TH;1;2;182;2;4
8810;15188;2019;81;Australia;PH;1;2;151;2;4
8809;15187;2019;81;Philippines;PH;1;2;29;1;3
8808;15186;2019;81;Philippines;PH;1;1;29;1;2
8807;15184;2019;81;Japan;PH;1;2;332;2;4
8806;15183;2019;43;USA;ID;1;2;182;2;4
8804;15181;2019;81;Japan;PH;1;1;212;2;3
8813;15192;2019;93;Singapore;SG;1;2;120;1;3
8803;15180;2019;81;France;PH;1;1;332;2;3
8801;15178;2019;93;Singapore;SG;1;1;151;1;2
8800;15177;2019;81;Indonesia;PH;1;2;120;1;3
8799;15174;2019;43;Indonesia;ID;1;2;29;1;3
8798;15173;2019;43;Australia;ID;1;1;29;2;3
8797;15171;2019;43;Singapore;ID;1;1;243;1;2
8812;15190;2019;81;Philippines;PH;1;1;59;1;2
8814;15193;2019;81;Singapore;PH;1;1;59;1;2
8795;15168;2019;93;Singapore;SG;1;2;120;1;3
8823;15208;2019;93;Singapore;SG;1;2;29;1;3
8831;15220;2019;93;South Korea;SG;1;1;120;2;3
8830;15219;2019;81;USA;PH;1;2;182;2;4
8828;15216;2019;81;Japan;PH;1;1;29;2;3
8827;15215;2019;93;Japan;SG;1;2;59;2;4
8826;15211;2019;81;Philippines;PH;1;2;59;1;3
8825;15210;2019;81;Philippines;PH;1;1;59;1;2
8822;15207;2019;103;USA;US;1;1;29;2;3
8815;15194;2019;81;USA;PH;1;1;90;2;3
8821;15205;2019;43;Japan;ID;1;1;29;2;3
8820;15202;2019;81;Japan;PH;1;1;59;2;3
8819;15198;2019;39;Thailand;HK;1;1;29;2;3
8818;15196;2019;81;Singapore;PH;1;2;273;1;3
8817;15195;2019;43;United Kingdom;ID;1;1;212;2;3
8816;15195;2019;43;Indonesia;ID;1;1;273;1;2
8796;15169;2019;93;Japan;SG;1;1;212;2;3
8794;15167;2019;43;Indonesia;ID;1;2;90;1;3
8759;15098;2019;43;South Korea;ID;1;1;29;2;3
8767;15114;2019;81;Japan;PH;1;2;29;2;4
8773;15129;2019;43;Indonesia;ID;1;1;59;1;2
8772;15121;2019;81;Germany;PH;1;1;243;2;3
8771;15119;2019;81;Japan;PH;1;1;90;2;3
8770;15118;2019;24;France;DE;1;1;29;2;3
8769;15117;2019;43;Australia;ID;1;2;273;2;4
8768;15115;2019;35;Indonesia;GB;1;2;29;1;3
8766;15113;2019;93;Indonesia;SG;1;2;243;1;3
8775;15132;2019;43;South Korea;ID;1;2;243;2;4
8765;15112;2019;93;Japan;SG;1;1;304;2;3
8764;15110;2019;43;France;ID;1;1;120;2;3
8763;15107;2019;43;Japan;ID;1;1;90;2;3
8762;15105;2019;43;Indonesia;ID;1;2;151;1;3
8761;15103;2019;43;France;ID;1;1;304;2;3
8760;15099;2019;43;Indonesia;ID;1;1;59;1;2
8774;15131;2019;103;USA;US;1;1;29;2;3
8776;15139;2019;103;Philippines;US;1;1;273;1;2
8793;15165;2019;43;France;ID;1;1;243;2;3
8785;15152;2019;81;Philippines;PH;1;2;29;1;3
8792;15164;2019;43;Indonesia;ID;1;2;29;1;3
8791;15163;2019;81;Philippines;PH;1;1;212;1;2
8790;15161;2019;103;Philippines;US;1;2;90;1;3
8789;15160;2019;43;Taiwan;ID;1;1;29;2;3
8787;15156;2019;43;Indonesia;ID;1;1;29;1;2
8786;15154;2019;81;Philippines;PH;1;2;29;1;3
8784;15150;2019;43;Indonesia;ID;1;1;120;1;2
8777;15139;2019;103;USA;US;1;1;59;2;3
8783;15149;2019;103;France;US;1;1;29;2;3
8782;15148;2019;103;USA;US;1;2;120;2;4
8781;15146;2019;76;Indonesia;NZ;1;1;243;1;2
8780;15144;2019;43;Japan;ID;1;2;29;2;4
8779;15142;2019;43;Australia;ID;1;2;90;2;4
8778;15141;2019;43;Japan;ID;1;1;29;2;3
8684;14964;2019;43;Indonesia;ID;1;2;151;1;3
8682;14961;2019;43;South Korea;ID;1;1;363;2;3
8834;15224;2019;43;Indonesia;ID;1;2;29;1;3
8578;14784;2019;81;Japan;PH;1;1;304;2;3
8584;14791;2019;81;South Korea;PH;1;2;332;2;4
8583;14791;2019;81;Japan;PH;1;2;363;2;4
8582;14790;2019;93;Japan;SG;1;1;90;2;3
8581;14790;2019;93;Indonesia;SG;1;1;243;1;2
8580;14788;2019;5;Singapore;AU;1;1;151;1;2
8579;14785;2019;0;Georgia;AE;1;1;332;2;3
8577;14782;2019;17;France;CH;1;2;59;2;4
8586;14794;2019;81;Japan;PH;1;1;59;2;3
8576;14780;2019;93;Indonesia;SG;1;1;59;1;2
8575;14779;2019;16;Canada;CA;1;2;120;2;4
8574;14778;2019;43;South Korea;ID;1;2;273;2;4
8573;14777;2019;43;Singapore;ID;1;2;59;1;3
8572;14777;2019;43;Indonesia;ID;1;1;243;1;2
8571;14776;2019;81;Philippines;PH;1;2;29;1;3
8585;14792;2019;81;Philippines;PH;1;1;59;1;2
8587;14795;2019;103;USA;US;1;1;59;2;3
8569;14773;2019;81;Philippines;PH;1;1;29;1;2
8598;14812;2019;43;China;ID;1;1;332;2;3
8605;14821;2019;93;Japan;SG;1;1;29;2;3
8604;14820;2019;93;Indonesia;SG;1;2;363;1;3
8603;14819;2019;81;Philippines;PH;1;2;212;1;3
8602;14818;2019;72;USA;MY;1;1;29;2;3
8601;14816;2019;43;Japan;ID;1;1;304;2;3
8600;14815;2019;93;Indonesia;SG;1;1;151;1;2
8597;14811;2019;81;Singapore;PH;1;2;151;1;3
8588;14796;2019;43;Indonesia;ID;1;2;363;1;3
8595;14807;2019;103;Spain;US;1;2;273;2;4
8594;14805;2019;93;Singapore;SG;1;1;151;1;2
8593;14804;2019;103;Canada;US;1;1;151;2;3
8591;14799;2019;81;France;PH;1;1;29;2;3
8590;14798;2019;81;South Korea;PH;1;2;273;2;4
8589;14798;2019;81;Australia;PH;1;1;120;2;3
8570;14774;2019;43;Australia;ID;1;1;59;2;3
8568;14770;2019;81;Thailand;PH;1;2;151;2;4
8607;14823;2019;43;Indonesia;ID;1;1;59;1;2
8541;14726;2019;43;Netherlands;ID;1;1;304;2;3
8547;14737;2019;43;United Kingdom;ID;1;1;304;2;3
8546;14737;2019;43;Indonesia;ID;1;2;120;1;3
8545;14734;2019;81;Japan;PH;1;2;59;2;4
8544;14733;2019;81;Philippines;PH;1;1;59;1;2
8543;14730;2019;81;South Korea;PH;1;1;273;2;3
8542;14729;2019;16;Singapore;CA;1;2;182;1;3
8540;14726;2019;43;France;ID;1;1;304;2;3
8549;14741;2019;72;Indonesia;MY;1;1;273;1;2
8539;14723;2019;81;France;PH;1;2;59;2;4
8538;14722;2019;81;New Zealand;PH;1;2;182;2;4
8537;14721;2019;81;Philippines;PH;1;1;90;1;2
8536;14716;2019;81;Philippines;PH;1;1;59;1;2
8535;14715;2019;81;Philippines;PH;1;1;120;1;2
8534;14713;2019;81;Singapore;PH;1;2;120;1;3
8548;14738;2019;5;Japan;AU;1;2;273;2;4
8550;14742;2019;93;Philippines;SG;1;1;29;1;2
8567;14769;2019;81;Switzerland;PH;1;1;120;2;3
8559;14751;2019;5;USA;AU;1;2;363;2;4
8566;14767;2019;81;Hong Kong;PH;1;1;363;2;3
8565;14761;2019;43;Indonesia;ID;1;2;120;1;3
8564;14759;2019;43;Indonesia;ID;1;1;90;1;2
8563;14758;2019;43;Japan;ID;1;2;29;2;4
8562;14757;2019;30;Spain;ES;1;2;273;2;4
8560;14755;2019;43;Indonesia;ID;1;1;273;1;2
8558;14750;2019;43;Japan;ID;1;1;304;2;3
8551;14744;2019;81;Norway;PH;1;1;120;2;3
8557;14750;2019;43;Indonesia;ID;1;1;212;1;2
8556;14749;2019;81;Australia;PH;1;1;29;2;3
8555;14748;2019;43;Indonesia;ID;1;2;29;1;3
8554;14747;2019;93;Philippines;SG;1;2;29;1;3
8553;14747;2019;93;Indonesia;SG;1;2;59;1;3
8552;14745;2019;81;Singapore;PH;1;2;120;1;3
8606;14823;2019;43;Canada;ID;1;1;243;2;3
8608;14824;2019;43;United Kingdom;ID;1;2;59;2;4
8681;14958;2019;93;Indonesia;SG;1;2;29;1;3
8655;14917;2019;43;USA;ID;1;1;59;2;3
8661;14933;2019;43;Thailand;ID;1;1;151;2;3
8660;14930;2019;43;Indonesia;ID;1;2;29;1;3
8659;14928;2019;43;Switzerland;ID;1;1;243;2;3
8658;14922;2019;43;Indonesia;ID;1;2;120;1;3
8657;14921;2019;43;Japan;ID;1;2;59;2;4
8656;14918;2019;43;Indonesia;ID;1;1;29;1;2
8654;14916;2019;43;Japan;ID;1;2;90;2;4
8663;14937;2019;43;Japan;ID;1;1;304;2;3
8653;14911;2019;43;Japan;ID;1;1;243;2;3
8652;14908;2019;81;Japan;PH;1;1;29;2;3
8651;14907;2019;93;New Zealand;SG;1;1;120;2;3
8650;14905;2019;81;Philippines;PH;1;1;29;1;2
8649;14904;2019;5;Philippines;AU;1;1;59;1;2
8648;14902;2019;81;Philippines;PH;1;1;59;1;2
8662;14934;2019;43;Indonesia;ID;1;1;29;1;2
8664;14938;2019;81;Philippines;PH;1;1;90;1;2
8646;14898;2019;5;Australia;AU;1;1;59;2;3
8673;14953;2019;43;France;ID;1;1;120;2;3
8680;14956;2019;103;France;US;1;1;29;2;3
8678;14954;2019;81;Philippines;PH;1;2;29;1;3
8677;14954;2019;81;Indonesia;PH;1;2;90;1;3
8676;14954;2019;81;Croatia (Hrvatska);PH;1;1;243;2;3
8675;14953;2019;43;Netherlands;ID;1;1;120;2;3
8674;14953;2019;43;Hong Kong;ID;1;1;212;2;3
8672;14948;2019;81;Singapore;PH;1;2;151;1;3
8665;14941;2019;16;Japan;CA;1;1;90;2;3
8671;14948;2019;81;Philippines;PH;1;2;59;1;3
8670;14948;2019;81;Japan;PH;1;2;90;2;4
8669;14947;2019;81;Philippines;PH;1;2;29;1;3
8668;14946;2019;81;Hong Kong;PH;1;2;363;2;4
8667;14945;2019;76;Philippines;NZ;1;2;29;1;3
8666;14943;2019;43;Italy;ID;1;2;273;2;4
8647;14900;2019;93;Singapore;SG;1;1;59;1;2
8645;14893;2019;5;Spain;AU;1;1;120;2;3
8609;14826;2019;103;Philippines;US;1;2;29;1;3
8618;14843;2019;81;Japan;PH;1;2;29;2;4
8624;14852;2019;33;Netherlands;FR;1;1;29;2;3
8623;14850;2019;93;Australia;SG;1;1;59;2;3
8622;14849;2019;43;Indonesia;ID;1;2;29;1;3
8621;14848;2019;43;South Korea;ID;1;1;120;2;3
8620;14847;2019;81;USA;PH;1;1;90;2;3
8619;14846;2019;43;Indonesia;ID;1;1;29;1;2
8617;14842;2019;39;Japan;HK;1;1;90;2;3
8626;14855;2019;43;Spain;ID;1;2;212;2;4
8616;14841;2019;43;Indonesia;ID;1;1;212;1;2
8614;14838;2019;93;Switzerland;SG;1;2;243;2;4
8613;14837;2019;43;Indonesia;ID;1;1;29;1;2
8612;14835;2019;81;Japan;PH;1;2;90;2;4
8611;14834;2019;24;France;DE;1;1;29;2;3
8610;14829;2019;39;Japan;HK;1;1;363;2;3
8625;14853;2019;81;France;PH;1;2;304;2;4
8627;14856;2019;81;Singapore;PH;1;2;151;1;3
8644;14891;2019;43;Scotland;ID;1;1;273;2;3
8637;14873;2019;43;Singapore;ID;1;2;332;1;3
8643;14889;2019;81;France;PH;1;2;90;2;4
8642;14884;2019;43;South Korea;ID;1;2;29;2;4
8641;14883;2019;93;Indonesia;SG;1;1;90;1;2
8640;14878;2019;43;Indonesia;ID;1;1;59;1;2
8639;14877;2019;43;Japan;ID;1;1;59;2;3
8638;14875;2019;5;Thailand;AU;1;1;59;2;3
8636;14872;2019;39;Hong Kong;HK;1;1;90;2;3
8628;14859;2019;43;Indonesia;ID;1;1;332;1;2
8635;14871;2019;43;Indonesia;ID;1;1;29;1;2
8634;14868;2019;81;USA;PH;1;2;29;2;4
8633;14866;2019;81;South Korea;PH;1;1;304;2;3
8632;14866;2019;81;Indonesia;PH;1;2;182;1;3
8631;14863;2019;43;Indonesia;ID;1;2;59;1;3
8630;14861;2019;81;Philippines;PH;1;1;59;1;2
8832;15222;2019;73;United Arab Emirates;NG;1;1;59;2;3
8835;15226;2019;81;South Korea;PH;1;1;304;2;3
9134;15710;2019;81;Philippines;PH;1;2;120;1;3
9036;15574;2019;43;Indonesia;ID;1;2;29;1;3
9042;15582;2019;81;Indonesia;PH;1;2;151;1;3
9041;15581;2019;81;USA;PH;1;1;304;2;3
9040;15580;2019;43;Japan;ID;1;2;304;2;4
9039;15580;2019;43;Indonesia;ID;1;2;120;1;3
9038;15579;2019;99;Philippines;TW;1;2;120;1;3
9037;15578;2019;43;USA;ID;1;2;29;2;4
9035;15573;2019;43;Japan;ID;1;1;243;2;3
9044;15583;2019;43;Indonesia;ID;1;2;273;1;3
9034;15570;2019;53;Macau;JP;1;1;29;2;3
9033;15569;2019;43;Indonesia;ID;1;1;29;1;2
9031;15565;2019;43;Morocco;ID;1;1;29;2;3
9030;15565;2019;43;Cambodia;ID;1;1;59;2;3
9029;15563;2019;81;Indonesia;PH;1;2;29;1;3
9028;15562;2019;43;Indonesia;ID;1;2;151;1;3
9043;15583;2019;43;Australia;ID;1;1;212;2;3
9045;15584;2019;93;Indonesia;SG;1;1;182;1;2
9026;15559;2019;43;Indonesia;ID;1;2;29;1;3
9054;15595;2019;43;Japan;ID;1;1;59;2;3
9060;15608;2019;93;Singapore;SG;1;1;151;1;2
9059;15607;2019;81;Japan;PH;1;1;59;2;3
9058;15606;2019;81;Italy;PH;1;2;212;2;4
9057;15603;2019;81;Indonesia;PH;1;2;151;1;3
9056;15601;2019;103;France;US;1;2;151;2;4
9055;15596;2019;43;Indonesia;ID;1;2;212;1;3
9053;15594;2019;103;France;US;1;1;29;2;3
9046;15585;2019;81;Japan;PH;1;1;29;2;3
9052;15592;2019;81;Netherlands;PH;1;2;243;2;4
9051;15592;2019;81;Japan;PH;1;2;304;2;4
9050;15591;2019;81;Philippines;PH;1;1;59;1;2
9049;15590;2019;72;South Korea;MY;1;2;29;2;4
9048;15589;2019;43;Indonesia;ID;1;2;29;1;3
9047;15587;2019;43;Indonesia;ID;1;1;59;1;2
9027;15559;2019;43;Japan;ID;1;2;29;2;4
9025;15557;2019;5;Australia;AU;1;2;90;2;4
9062;15610;2019;93;Indonesia;SG;1;2;59;1;3
8999;15517;2019;43;South Korea;ID;1;1;332;2;3
9005;15522;2019;103;USA;US;1;1;243;2;3
9004;15521;2019;43;South Korea;ID;1;2;90;2;4
9003;15520;2019;43;China;ID;1;1;304;2;3
9002;15519;2019;43;Japan;ID;1;2;363;2;4
9001;15519;2019;43;Indonesia;ID;1;2;29;1;3
9000;15518;2019;43;Indonesia;ID;1;1;212;1;2
8998;15516;2019;43;France;ID;1;2;273;2;4
9007;15524;2019;43;Indonesia;ID;1;2;182;1;3
8997;15515;2019;43;Japan;ID;1;1;29;2;3
8996;15514;2019;43;Indonesia;ID;1;1;212;1;2
8995;15513;2019;93;Philippines;SG;1;1;59;1;2
8994;15511;2019;43;Indonesia;ID;1;2;212;1;3
8993;15510;2019;43;Indonesia;ID;1;2;29;1;3
8992;15507;2019;43;Australia;ID;1;2;59;2;4
9006;15523;2019;81;USA;PH;1;2;151;2;4
9008;15524;2019;43;Singapore;ID;1;2;90;1;3
9024;15552;2019;93;Indonesia;SG;1;2;59;1;3
9017;15539;2019;43;Indonesia;ID;1;2;29;1;3
9023;15544;2019;103;France;US;1;1;59;2;3
9022;15543;2019;43;New Zealand;ID;1;1;182;2;3
9021;15543;2019;43;Indonesia;ID;1;1;182;1;2
9020;15542;2019;103;USA;US;1;1;29;2;3
9019;15541;2019;103;USA;US;1;1;90;2;3
